gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
1,0,0,0,67,1,2,2,1,1,1,1,1,1,2,1,1,43.65,1513.6,0
1,0,1,1,31,1,2,1,0,2,0,0,2,0,0,1,0,122.27,3161.6,0
0,0,0,0,16,1,0,0,0,0,0,0,0,0,0,1,2,64.28,80.95,0
1,0,1,1,69,1,2,0,2,0,2,2,0,2,2,0,3,100.36,4676.7,0
0,0,1,0,62,1,2,1,2,2,2,0,2,2,1,1,1,127.58,6526.65,0
0,0,1,1,40,1,0,2,1,1,1,1,1,1,1,1,3,42.04,583.3,0
0,0,1,0,72,1,2,1,2,2,2,2,2,2,2,1,1,133.5,8078.1,0
0,0,0,0,66,1,0,0,0,0,2,0,0,2,1,0,1,83.11,3503.5,0
1,0,1,0,72,1,2,1,0,2,2,0,0,2,0,1,0,104.19,6669.45,0
0,1,0,0,48,1,2,1,2,2,2,0,2,2,0,1,2,133.8,4689.5,1
1,1,0,0,28,1,0,1,0,0,0,0,2,2,0,1,2,111.73,1201.15,1
1,0,0,0,16,1,0,1,0,0,0,0,2,0,0,0,2,102.17,143.65,1
0,0,1,1,72,1,0,2,1,1,1,1,1,1,2,1,0,28.58,1292.65,0
1,0,1,1,13,1,0,0,2,0,0,0,0,0,0,1,3,64.94,48.75,0
1,1,0,0,72,1,2,1,2,0,2,2,2,2,2,1,2,133.86,7108.2,0
1,1,1,0,72,1,2,2,1,1,1,1,1,1,2,1,0,46.81,1802.55,0
0,0,0,0,41,1,2,0,0,0,0,2,0,0,0,1,1,88.77,1505.15,0
1,0,1,1,72,1,2,2,1,1,1,1,1,1,2,0,1,40.52,1859.1,0
0,0,0,0,7,1,0,1,2,2,0,0,2,0,0,1,2,95.25,168.5,0
0,0,0,1,35,1,0,2,1,1,1,1,1,1,1,0,0,36.42,390.85,1
1,1,1,0,72,1,2,1,0,2,2,0,2,2,1,1,2,103.05,6339.45,0
0,1,0,0,42,1,2,0,0,0,0,2,0,2,0,1,2,91.67,1652.4,0
1,0,0,1,9,1,0,1,0,0,0,0,0,0,0,1,2,91.62,71.65,1
0,0,0,0,11,1,0,2,1,1,1,1,1,1,0,0,3,43.54,77.5,1
1,0,1,1,72,1,2,0,2,2,2,2,2,2,2,1,1,116.66,6392.85,0
0,0,0,0,49,1,0,1,0,2,2,2,0,0,0,1,1,112.57,3264.5,1
0,1,1,0,55,1,2,1,2,0,2,0,2,2,1,1,0,104.47,4599.15,0
0,0,1,0,66,1,0,2,1,1,1,1,1,1,2,1,0,23.26,1134.25,0
1,0,1,0,72,0,1,0,0,2,0,0,0,0,0,0,2,44.36,1621.35,0
0,0,0,0,20,1,0,1,0,0,0,0,0,2,0,0,0,95.67,947.3,1
0,0,1,0,57,1,0,0,2,2,2,0,0,0,1,1,3,83.1,2722.2,0
1,0,1,1,49,1,2,0,2,2,0,0,2,0,0,1,0,90.4,3058.3,0
1,0,1,1,72,1,2,2,1,1,1,1,1,1,2,0,0,46.16,1769.6,0
0,0,1,1,72,1,2,0,2,2,2,2,2,2,2,0,3,98.55,6293.75,0
0,0,1,0,26,1,2,1,0,0,2,0,0,2,0,0,3,103.29,1761.05,1
0,0,1,0,35,1,2,0,0,0,0,2,2,2,0,1,1,91.07,1642.75,0
0,0,0,0,44,1,0,2,1,1,1,1,1,1,2,0,1,38.19,578.5,0
1,0,0,0,52,1,2,2,1,1,1,1,1,1,1,0,0,42.2,954.9,0
0,0,0,0,16,1,2,1,2,0,0,0,2,2,0,1,2,120.73,973.25,1
1,0,0,0,13,1,0,0,0,0,0,0,0,0,0,1,0,54.72,43.85,0
1,0,0,0,33,1,0,1,0,0,0,0,0,0,0,1,3,85.84,1490.4,0
1,0,1,1,9,0,1,0,2,2,2,0,0,0,2,0,3,62.57,280.0,0
0,0,0,0,42,0,1,0,2,2,2,2,0,2,2,1,3,74.74,1901.25,0
0,0,1,1,48,1,0,2,1,1,1,1,1,1,0,0,3,37.66,716.4,0
1,0,1,1,72,1,2,0,2,2,2,0,0,0,2,0,1,81.64,4720.0,0
1,0,1,1,47,1,2,2,1,1,1,1,1,1,2,0,1,41.29,930.95,0
0,0,0,0,2,1,0,1,0,0,2,0,0,0,0,0,2,93.67,76.35,1
0,0,0,0,34,1,2,1,0,2,0,0,0,0,0,1,2,95.12,1676.95,1
1,1,1,0,33,1,2,1,0,0,0,0,0,2,0,1,2,102.08,2642.05,1
0,0,1,1,72,1,2,1,2,2,2,2,0,0,1,1,1,117.52,6770.85,0
0,1,0,0,32,1,2,1,0,0,2,0,0,0,0,1,3,101.55,1835.3,0
1,0,1,0,29,1,0,1,0,0,2,0,2,2,1,1,0,106.15,1588.25,0
1,0,0,0,11,1,0,0,0,0,2,2,2,2,0,1,2,109.83,75.5,0
1,0,1,1,17,1,0,2,1,1,1,1,1,1,2,0,3,35.35,258.35,0
0,0,1,0,72,1,0,2,1,1,1,1,1,1,2,0,1,44.25,1502.25,0
1,0,0,0,4,1,0,2,1,1,1,1,1,1,0,0,3,30.63,19.2,0
1,1,1,0,72,1,2,1,0,2,0,0,2,2,2,0,0,130.05,6929.4,0
1,0,1,1,72,1,2,1,0,0,0,0,0,0,0,0,0,98.66,4453.3,0
0,0,1,1,72,0,1,0,0,2,2,2,2,0,2,0,1,74.41,3244.4,0
0,0,1,0,15,1,0,0,0,0,0,0,0,0,0,0,3,64.22,323.45,0
1,1,1,0,35,1,2,1,0,0,0,0,0,2,0,0,2,90.58,2661.1,1
0,0,0,1,41,1,2,1,0,0,0,0,2,0,0,1,1,119.85,2697.4,1
1,0,0,0,31,1,0,1,0,2,0,0,0,0,0,1,1,100.68,1424.5,1
1,0,1,1,72,1,0,2,1,1,1,1,1,1,2,0,0,37.73,1401.15,0
0,0,0,0,38,1,2,0,0,2,0,0,0,0,0,1,2,78.03,1739.6,0
1,0,1,0,72,1,2,1,0,2,0,0,0,2,0,1,2,100.17,5931.0,0
0,0,1,1,57,0,1,0,2,0,0,0,2,2,0,1,0,55.65,2333.85,0
1,0,0,0,59,1,2,2,1,1,1,1,1,1,1,0,2,45.18,949.85,0
1,0,0,0,28,1,2,1,0,0,0,0,0,0,0,1,2,88.47,572.45,0
1,0,0,1,36,1,0,2,1,1,1,1,1,1,2,0,3,36.64,696.8,0
0,1,1,0,31,1,2,0,2,2,0,2,0,0,0,1,3,83.13,1381.8,0
1,1,1,0,69,0,1,0,0,0,0,0,2,2,0,1,2,55.35,2572.95,1
1,0,0,0,14,1,0,0,2,0,0,0,0,0,0,0,2,67.31,47.95,0
1,1,0,0,18,1,0,0,0,0,0,0,0,0,0,0,2,56.27,45.1,1
0,0,1,0,16,1,0,0,0,0,0,0,0,0,0,1,2,73.1,45.0,0
1,0,0,0,41,1,0,1,0,0,0,2,2,2,0,1,2,115.2,2122.45,1
1,0,0,0,13,1,0,2,1,1,1,1,1,1,0,0,0,44.27,20.05,1
1,1,0,0,62,1,2,1,0,2,0,0,0,2,0,1,2,95.87,4931.8,0
0,0,0,0,25,1,2,2,1,1,1,1,1,1,2,1,1,50.02,116.95,0
1,0,1,1,72,1,2,1,2,0,2,2,2,2,2,0,0,140.63,6937.95,1
0,0,1,0,66,1,2,2,1,1,1,1,1,1,1,0,2,45.24,1261.7,0
1,0,0,0,51,1,0,0,2,0,2,0,2,2,0,1,2,100.13,3273.8,0
0,0,1,1,72,1,0,2,1,1,1,1,1,1,2,0,1,37.8,1415.85,0
1,0,1,0,72,1,0,0,2,2,2,0,2,0,1,0,1,89.4,3958.2,0
1,0,0,0,72,0,1,0,0,2,2,0,0,0,1,1,0,68.56,2492.25,0
1,0,0,0,30,1,0,2,1,1,1,1,1,1,1,0,3,56.77,279.2,0
0,0,1,1,68,1,0,2,1,1,1,1,1,1,2,0,1,41.94,1083.0,0
0,0,0,0,52,1,0,2,1,1,1,1,1,1,1,0,3,31.14,755.5,0
1,0,0,0,20,1,0,0,0,0,0,0,0,0,0,1,2,70.54,402.6,1
0,1,1,0,57,1,2,0,2,2,2,0,0,0,0,1,1,77.55,3252.0,0
0,0,1,0,11,0,1,0,0,0,0,0,0,2,0,1,2,50.1,68.75,1
1,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,1,62.12,46.2,1
0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,2,81.48,45.15,1
1,1,0,0,9,0,1,0,0,2,2,0,0,2,0,1,2,74.73,43.3,1
1,0,1,1,50,1,0,2,1,1,1,1,1,1,2,1,3,49.87,936.85,0
0,1,0,0,54,1,0,0,2,2,0,0,0,0,0,1,1,83.72,2250.65,1
0,0,1,0,72,1,0,0,2,0,2,2,0,0,2,0,1,71.63,3857.1,0
0,0,1,0,31,1,0,1,2,0,0,0,0,0,0,1,2,95.09,1441.1,1
1,0,0,0,70,1,0,1,0,2,0,0,0,2,0,1,2,120.05,4338.6,1
1,0,1,1,72,1,0,2,1,1,1,1,1,1,2,0,3,43.03,1378.45,0
0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,3,74.19,45.95,1
0,1,0,0,69,0,1,0,0,2,2,2,2,0,0,1,2,57.62,2566.3,0
1,0,1,0,22,1,2,2,1,1,1,1,1,1,1,0,3,50.88,171.0,0
0,1,1,0,32,1,0,0,0,0,2,0,0,2,1,0,3,72.27,1597.4,0
1,1,0,0,64,1,2,1,0,2,0,0,2,2,1,1,2,117.23,4744.35,0
0,0,1,1,72,1,2,1,2,0,0,2,2,2,1,1,0,135.78,6721.6,0
0,0,0,0,19,1,0,1,0,2,0,0,2,0,0,0,2,106.53,247.25,1
1,0,0,0,11,1,0,0,0,0,0,0,0,0,0,1,0,70.57,44.05,0
1,0,1,1,72,1,2,2,1,1,1,1,1,1,2,0,1,42.62,1734.65,0
1,0,0,0,10,1,0,0,0,0,0,0,0,0,0,1,3,50.14,45.55,0
0,0,1,1,58,1,2,1,2,2,0,0,0,2,0,1,2,106.32,4539.35,0
0,0,1,1,45,1,0,2,1,1,1,1,1,1,2,0,0,45.14,804.25,0
0,0,1,1,71,1,0,0,2,2,2,0,2,0,2,1,1,93.33,5011.15,0
0,0,1,0,49,1,2,0,2,2,0,2,2,2,2,0,1,119.75,3574.5,0
1,0,1,0,72,1,2,1,2,2,2,2,2,2,2,1,1,135.11,8086.4,0
1,0,1,0,61,1,2,1,0,0,0,0,2,2,1,1,1,108.06,4563.0,0
1,0,0,0,72,1,2,0,2,2,2,2,2,2,2,0,1,108.34,6362.35,0
1,0,0,0,13,1,0,2,1,1,1,1,1,1,0,1,1,48.73,67.1,0
1,0,0,0,10,1,0,1,0,0,0,0,0,0,0,1,2,75.99,70.05,1
1,0,0,0,22,1,2,1,0,0,0,0,0,2,0,1,2,108.77,165.45,1
1,0,0,0,39,0,1,0,2,2,0,0,0,2,0,1,0,54.57,1156.55,0
1,0,1,1,36,1,0,0,2,0,0,0,0,2,0,1,3,81.5,1834.15,0
0,1,1,0,50,1,2,1,2,2,0,2,2,0,0,1,0,126.31,3653.35,1
1,0,0,0,45,1,0,0,2,2,0,0,0,0,1,0,0,79.86,1477.65,0
1,0,1,1,28,1,0,0,2,2,0,2,0,2,0,1,1,101.02,1706.45,0
1,0,1,1,72,1,0,0,2,0,2,2,0,0,2,1,0,82.41,3953.7,0
0,0,0,0,21,1,2,1,0,0,0,0,0,0,0,0,2,96.76,1194.3,1
0,0,0,0,40,1,0,0,0,2,2,0,0,0,1,0,0,80.19,1327.85,0
1,0,0,0,27,0,1,0,0,2,0,0,0,0,0,1,3,43.34,419.7,0
0,0,1,1,16,1,0,2,1,1,1,1,1,1,0,1,2,39.98,21.0,1
0,1,0,0,11,1,0,0,0,0,0,0,0,0,0,0,3,45.43,45.1,1
1,1,0,0,7,0,1,0,0,2,0,0,2,2,0,1,1,73.97,207.35,0
1,0,0,1,25,1,2,0,2,2,0,0,0,2,0,1,2,67.09,1083.7,0
0,0,1,0,62,0,1,0,0,0,0,0,2,2,0,1,2,70.74,2007.85,0
1,0,0,1,72,1,2,0,2,2,0,2,2,2,2,1,0,119.73,5882.75,0
1,0,0,0,51,1,2,0,2,2,2,2,0,0,0,0,2,93.94,2657.55,0
1,1,1,0,38,1,0,0,0,2,0,0,0,0,0,1,0,75.62,1527.5,1
0,1,0,0,19,1,0,1,0,0,0,0,0,2,0,0,2,108.59,378.4,1
1,0,0,0,33,1,0,1,0,2,2,0,0,2,0,1,1,107.47,1612.2,0
1,0,1,1,16,1,0,2,1,1,1,1,1,1,2,0,3,29.72,76.65,0
0,0,0,0,24,1,0,2,1,1,1,1,1,1,1,0,2,39.46,260.7,0
1,0,1,1,72,1,2,0,2,2,2,2,2,2,2,1,1,104.5,6441.85,0
1,0,0,0,15,1,0,1,0,0,0,0,2,2,0,1,2,112.61,266.8,0
1,0,0,0,69,1,2,1,0,2,0,2,0,2,0,1,2,116.49,5124.6,1
0,0,0,0,62,1,2,2,1,1,1,1,1,1,1,1,3,41.02,962.25,0
1,0,0,0,41,0,1,0,0,2,0,2,0,0,1,0,1,50.29,1382.9,0
0,0,0,0,17,1,0,0,2,2,0,2,2,2,0,1,2,81.27,571.05,0
1,0,0,0,72,1,0,2,1,1,1,1,1,1,2,0,1,38.6,1399.35,0
1,0,1,1,24,1,0,2,1,1,1,1,1,1,1,0,3,37.16,150.0,0
0,0,1,1,16,0,1,0,0,2,0,0,0,0,0,1,2,47.57,167.2,0
0,0,1,1,72,1,2,1,2,2,2,2,2,0,2,0,1,131.95,7657.4,0
1,0,1,1,63,1,0,2,1,1,1,1,1,1,1,1,0,56.22,865.05,0
0,0,0,0,71,1,2,1,0,2,2,0,2,0,1,1,2,112.64,6153.85,0
0,0,0,0,12,1,2,0,0,0,0,2,2,0,0,0,2,87.69,174.2,0
1,0,0,0,42,1,0,0,0,0,0,2,0,0,0,1,1,73.13,1269.6,0
0,0,0,0,50,1,2,1,0,2,2,0,0,0,0,1,0,113.88,3862.55,1
0,1,1,0,72,1,2,0,2,2,2,2,2,2,2,0,1,101.81,6352.4,0
1,0,0,0,27,1,0,0,2,0,0,2,0,0,0,0,2,67.42,1348.5,0
1,0,0,0,19,1,0,0,0,0,2,0,0,0,0,0,3,64.3,50.9,1
1,0,1,0,31,1,0,2,1,1,1,1,1,1,0,1,0,22.31,471.55,0
1,0,1,1,72,1,2,0,0,2,2,2,2,2,2,1,1,105.58,5931.75,0
1,0,1,1,40,1,2,0,0,0,0,0,2,0,0,0,2,71.93,1404.65,0
1,0,1,1,44,1,0,2,1,1,1,1,1,1,2,0,0,41.81,726.1,0
0,1,1,1,24,1,2,1,0,0,0,0,2,0,0,0,0,86.21,1961.6,0
0,0,1,1,69,1,2,0,0,0,2,2,2,0,2,1,0,91.64,4194.85,0
1,0,1,1,59,1,2,1,0,0,2,0,2,2,0,1,2,117.75,4872.45,1
1,0,1,1,58,1,2,1,0,0,2,2,2,2,0,1,0,122.99,5118.95,1
0,0,1,1,42,1,0,2,1,1,1,1,1,1,0,1,3,47.54,658.95,1
1,0,1,1,10,1,0,1,0,0,0,0,0,2,0,1,2,94.61,81.05,0
1,0,0,0,12,1,0,2,1,1,1,1,1,1,0,1,2,42.93,76.95,0
0,0,1,0,66,1,2,1,0,2,2,2,2,2,1,1,0,126.75,5809.75,0
1,0,0,0,8,1,0,2,1,1,1,1,1,1,0,0,3,53.47,20.2,0
1,0,0,0,31,1,0,2,1,1,1,1,1,1,1,1,3,38.6,415.9,0
0,0,0,0,12,1,0,1,2,2,0,0,0,0,0,1,2,104.51,246.5,1
0,0,0,0,64,1,0,2,1,1,1,1,1,1,1,1,0,44.73,996.95,0
0,0,1,0,68,1,0,0,2,2,0,2,0,0,1,1,0,89.67,3145.15,0
0,0,1,1,30,1,0,2,1,1,1,1,1,1,2,0,3,40.72,265.3,0
0,0,0,0,19,1,0,2,1,1,1,1,1,1,0,0,3,30.36,20.9,0
1,0,0,1,11,1,0,2,1,1,1,1,1,1,0,1,3,44.59,21.05,0
1,0,0,0,72,1,2,0,2,2,2,2,0,0,1,0,2,93.72,4576.3,0
1,0,0,0,8,1,0,0,0,0,0,0,0,2,0,0,3,50.36,189.1,0
1,0,0,0,56,1,0,2,1,1,1,1,1,1,2,0,1,25.82,908.15,0
1,0,0,0,11,1,2,0,0,0,0,0,0,0,0,1,1,75.45,49.8,0
1,0,0,1,16,0,1,0,0,0,0,0,0,0,0,0,3,56.86,215.2,1
0,0,1,1,72,1,0,2,1,1,1,1,1,1,2,0,0,39.84,1500.95,0
1,0,1,1,58,1,2,1,0,0,2,0,2,0,0,1,1,116.87,5099.15,0
0,0,0,0,72,1,2,1,0,2,2,2,0,0,1,1,0,111.12,6385.95,0
0,0,0,0,14,1,0,1,0,0,0,0,0,2,0,0,2,101.04,159.45,1
1,0,1,1,72,1,2,1,2,0,0,2,2,2,2,0,0,123.45,6885.75,0
1,0,1,0,72,1,2,1,0,2,0,0,2,0,0,1,0,112.5,5940.85,1
1,0,1,0,24,1,0,0,0,0,2,0,0,0,0,0,1,73.31,668.85,0
0,0,1,1,32,1,2,1,0,0,2,2,0,2,0,1,0,112.29,1916.2,0
1,0,0,1,19,1,0,1,0,2,0,0,0,0,0,1,2,105.32,75.35,1
1,0,0,0,12,1,2,1,0,0,0,0,0,0,0,1,2,87.45,75.45,1
0,0,1,1,57,1,2,1,0,0,0,0,2,2,0,1,0,129.01,4613.95,0
0,0,0,0,72,1,2,1,2,2,2,0,2,0,2,1,0,119.58,7261.25,0
0,0,1,0,61,1,2,0,2,0,0,0,0,0,0,0,2,72.68,2459.8,0
1,0,0,0,27,1,2,1,0,2,2,0,0,0,0,1,0,99.83,2048.8,0
0,0,1,1,12,0,1,0,0,2,0,2,0,0,0,0,2,57.53,163.55,0
0,0,1,1,47,1,2,1,0,2,2,2,0,0,0,0,1,105.59,2888.7,0
0,0,0,0,44,1,2,0,2,2,0,0,0,0,1,1,0,76.35,2421.6,0
1,0,0,0,31,1,0,1,2,0,2,0,2,2,1,1,1,124.85,2292.75,0
1,0,0,0,20,1,0,1,0,0,0,0,0,0,0,0,0,99.99,553.4,0
1,0,0,0,72,1,0,0,2,2,0,0,0,0,1,1,3,66.46,3465.7,0
1,0,0,0,31,1,0,0,2,0,0,0,0,0,0,1,0,76.15,1210.4,1
1,1,0,0,33,1,2,0,0,2,0,0,0,0,0,0,1,84.78,1291.3,0
1,0,0,0,72,1,2,0,2,2,2,2,0,2,1,1,1,84.48,5356.45,1
0,0,0,0,72,1,0,1,0,2,2,0,2,2,1,1,3,113.53,5200.8,0
0,0,0,0,72,0,1,0,2,0,2,0,2,2,2,0,2,83.39,3237.05,0
0,0,1,0,9,1,0,1,0,0,0,0,2,0,0,1,2,104.09,576.65,1
0,0,0,0,34,1,0,2,1,1,1,1,1,1,1,1,1,53.02,433.75,0
0,0,1,1,33,1,2,1,0,0,0,0,0,2,0,0,2,104.18,1868.4,0
1,0,1,1,72,1,0,0,2,0,2,2,2,2,2,1,2,96.59,5728.55,0
1,0,1,0,18,1,2,1,0,0,0,0,0,0,0,1,2,105.84,825.7,1
1,0,0,0,29,1,0,2,1,1,1,1,1,1,2,0,3,32.92,390.4,0
1,1,0,0,5,1,2,1,0,0,0,0,2,2,0,1,2,111.6,93.55,1
1,1,0,0,42,1,2,1,0,2,0,0,2,0,0,1,2,115.18,2845.15,0
0,0,0,0,72,1,0,0,0,2,2,2,2,0,2,0,3,95.02,3894.4,0
0,0,1,1,51,1,0,2,1,1,1,1,1,1,2,1,0,33.62,886.4,0
1,0,0,0,30,1,2,1,0,2,2,0,0,2,0,1,2,117.34,1021.55,0
0,0,1,0,71,1,2,1,0,0,2,2,2,2,0,1,1,119.77,5885.4,1
1,0,0,1,25,1,0,2,1,1,1,1,1,1,0,0,3,26.49,268.4,0
1,0,1,0,37,1,2,0,2,0,0,2,2,2,1,0,3,97.16,2204.35,0
0,0,1,1,21,1,2,1,0,2,0,0,0,2,0,1,0,97.83,1259.0,1
0,0,1,1,25,0,1,0,0,2,0,0,0,0,0,0,3,43.92,309.1,1
0,0,1,1,72,1,2,1,0,2,0,2,0,2,2,1,0,103.69,6398.05,0
0,0,1,1,24,1,0,1,0,2,2,0,2,0,0,1,0,115.34,2257.75,1
1,1,1,0,72,1,2,1,2,2,2,0,2,2,1,1,2,131.25,6287.25,1
0,0,1,1,37,0,1,0,2,0,0,2,2,0,2,1,1,78.66,1662.05,0
0,1,0,0,25,1,2,1,0,0,0,0,2,0,0,1,2,97.38,1350.15,1
1,0,1,1,44,1,2,0,0,2,2,0,2,2,1,0,1,99.74,3600.65,0
0,0,0,0,27,1,0,1,0,2,0,0,2,0,0,1,2,94.73,1329.15,0
0,0,1,1,10,1,0,0,0,0,0,0,0,0,0,1,2,60.65,45.7,1
1,0,0,0,31,1,0,2,1,1,1,1,1,1,1,0,3,36.4,422.5,0
0,1,0,0,14,1,0,1,0,0,0,0,0,0,0,1,2,105.74,69.95,1
1,0,1,1,72,1,0,0,2,0,2,2,0,2,2,0,3,90.76,4627.65,0
0,0,1,1,72,1,2,1,0,0,2,2,2,2,2,1,0,124.63,6717.9,0
0,0,1,0,7,0,1,0,0,0,0,0,2,2,0,0,2,73.23,97.1,1
1,0,0,0,35,1,2,1,0,0,0,0,0,0,0,1,2,100.33,1710.45,1
0,1,0,0,17,1,0,1,0,0,2,0,0,0,0,0,1,95.05,637.4,0
0,0,0,0,15,1,0,2,1,1,1,1,1,1,0,0,3,45.55,117.95,0
1,0,0,0,67,0,1,0,2,0,0,2,2,0,2,0,1,62.75,2460.55,0
0,0,0,0,66,1,0,1,0,0,2,0,2,2,2,1,2,139.14,5464.65,1
1,0,0,0,35,1,2,1,0,0,2,0,2,0,0,1,3,119.61,2165.05,1
0,0,1,1,55,1,2,1,0,2,0,0,2,2,1,0,3,117.2,4941.8,1
1,0,0,0,22,1,2,0,0,0,0,0,0,0,0,0,2,73.22,223.15,1
1,0,0,0,17,1,0,1,0,0,0,0,0,2,0,1,2,104.59,181.1,1
0,0,0,1,16,1,2,1,0,0,2,2,0,0,0,1,3,109.36,341.45,1
1,0,1,1,72,1,2,0,2,2,2,2,2,0,2,1,0,103.37,5731.85,0
1,0,0,0,16,1,2,1,0,0,0,0,0,0,0,1,0,89.4,357.75,1
1,0,1,1,70,1,2,0,2,0,2,2,2,2,0,0,2,102.22,4616.1,0
0,0,1,0,62,1,2,1,2,2,2,0,2,0,0,1,2,132.02,4533.7,1
0,0,0,1,48,1,0,2,1,1,1,1,1,1,1,0,1,41.73,589.25,0
1,0,1,1,23,1,0,0,0,2,2,2,0,0,0,0,0,76.2,750.1,0
0,0,1,1,42,1,2,0,0,0,0,0,0,0,0,0,3,68.78,1410.25,0
0,0,0,0,27,1,2,1,0,0,0,0,0,2,0,0,2,102.18,830.85,1
1,0,1,0,45,1,0,2,1,1,1,1,1,1,2,0,0,47.58,743.5,0
0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,1,3,60.81,45.3,1
1,0,1,0,72,1,2,1,0,2,2,0,2,2,1,0,2,124.45,7040.85,1
1,0,1,0,57,1,0,0,2,2,0,0,2,2,1,1,3,90.1,3865.45,0
1,0,1,1,64,1,0,1,2,2,2,2,2,2,2,0,3,145.81,6825.65,0
0,0,0,0,33,1,0,1,0,2,0,0,0,2,0,1,2,111.28,1340.1,0
0,1,1,0,23,1,2,1,0,2,0,0,0,0,0,1,2,105.72,371.65,1
1,0,0,0,18,1,0,1,0,0,2,0,2,2,1,0,2,121.28,1184.0,0
0,0,1,1,72,1,2,1,2,2,2,2,2,2,2,1,0,133.69,8477.7,0
1,1,0,0,72,1,2,1,0,2,0,2,2,2,1,0,0,137.92,7382.85,0
0,0,1,0,42,1,0,2,1,1,1,1,1,1,1,0,3,39.61,456.85,0
0,0,0,0,24,1,0,2,1,1,1,1,1,1,2,0,3,53.78,331.6,0
1,0,1,0,72,1,0,1,2,2,0,0,0,2,1,1,1,108.0,6056.15,1
1,0,0,1,15,1,2,0,2,2,0,0,0,0,0,0,0,86.67,134.6,0
0,0,1,1,17,0,1,0,0,0,0,0,0,0,0,0,3,46.38,125.5,0
0,0,1,0,34,1,0,1,0,0,0,0,2,2,0,0,2,110.29,1390.6,1
1,0,0,0,9,1,0,2,1,1,1,1,1,1,0,1,3,26.84,20.2,1
1,0,1,1,52,1,0,0,2,2,2,0,0,0,1,1,0,72.43,2511.3,0
0,0,0,1,56,1,0,0,2,2,0,0,0,2,0,1,2,96.03,2737.05,0
1,1,1,0,12,1,2,1,0,0,0,0,0,0,0,0,2,83.99,74.3,0
0,1,0,0,6,1,0,1,0,0,0,0,0,0,0,1,3,97.74,70.6,0
0,0,1,1,30,1,0,1,0,0,0,0,2,2,0,1,2,131.6,2361.8,1
1,0,0,0,26,1,2,1,0,2,0,0,0,0,0,1,2,103.77,1730.35,1
1,0,1,0,72,1,2,0,2,2,2,2,2,2,2,0,0,127.56,6404.0,0
1,0,0,0,14,1,0,2,1,1,1,1,1,1,2,0,3,44.99,165.35,0
0,1,0,0,42,1,2,0,0,2,2,2,0,0,0,0,0,86.55,1867.6,0
1,1,0,0,28,1,0,1,0,0,0,0,0,0,0,0,2,92.65,1043.3,0
1,0,0,0,14,1,0,2,1,1,1,1,1,1,1,0,3,38.08,128.6,0
0,0,0,0,72,1,2,1,0,2,2,2,2,2,2,1,0,128.84,7455.45,0
0,0,0,1,13,0,1,0,0,0,0,0,0,0,0,0,3,40.5,24.7,0
1,0,0,0,15,1,0,0,2,0,2,0,2,2,0,1,2,100.79,206.15,0
1,1,0,0,35,1,0,1,0,0,2,0,2,2,0,1,0,134.4,2030.3,1
0,0,1,0,72,1,2,1,0,2,2,0,0,0,0,1,0,116.8,5869.4,0
0,0,1,0,72,0,1,0,2,2,2,2,0,0,2,1,0,69.24,3377.8,0
0,0,1,1,72,1,0,2,1,1,1,1,1,1,2,0,3,44.31,1346.2,0
0,0,0,0,67,1,2,1,0,0,2,2,2,2,0,1,2,123.17,4946.05,0
1,0,1,0,49,1,2,1,0,2,2,0,0,0,0,1,0,114.72,4065.0,1
0,0,0,0,10,1,2,0,0,0,0,0,0,0,0,1,2,56.34,106.55,1
1,0,0,0,59,1,2,1,2,0,2,2,2,2,0,1,1,143.89,4964.7,0
1,0,0,0,64,1,2,1,0,2,0,0,0,0,0,0,0,96.64,4085.75,0
0,0,1,0,37,1,2,0,2,0,0,2,2,2,0,1,2,96.13,1742.75,1
1,0,0,0,72,1,2,0,2,2,2,2,2,2,2,0,0,96.87,6224.8,0
1,0,1,1,40,1,2,1,0,2,2,0,2,0,0,1,2,114.19,3415.25,0
1,0,1,1,72,1,2,0,2,2,2,2,2,2,2,0,2,104.9,6325.25,0
1,0,1,1,24,1,0,0,0,0,2,0,0,0,0,0,2,78.01,340.25,1
0,0,0,0,72,1,2,2,1,1,1,1,1,1,2,1,1,50.55,1683.6,0
1,0,1,1,58,1,0,0,2,0,0,2,2,2,1,1,0,90.85,3966.3,0
0,0,1,1,39,1,0,2,1,1,1,1,1,1,1,0,0,32.53,608.5,0
0,0,0,0,47,1,2,1,0,0,0,0,2,0,0,0,2,100.21,2896.6,0
1,0,1,1,72,1,2,2,1,1,1,1,1,1,2,1,3,37.23,1514.85,0
1,1,1,0,72,1,2,1,0,2,2,0,2,2,1,1,0,120.91,6792.45,0
1,0,0,0,67,1,2,1,2,2,0,2,2,0,0,0,3,114.02,4669.2,0
0,0,0,0,17,1,0,1,2,0,0,0,2,2,0,1,2,124.95,95.6,1
0,0,0,0,55,1,2,0,2,2,0,0,0,0,0,1,1,75.76,2934.3,1
