gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
0,0,1,0,2,0,1,0,0,0,0,0,2,2,0,0,2,51.59,112.32,1
1,0,0,0,23,1,2,1,0,0,0,0,0,0,0,1,2,89.01,2031.28,1
0,1,0,0,9,1,0,1,0,0,2,0,0,0,0,0,1,89.31,753.95,0
0,0,0,0,5,1,0,2,1,1,1,1,1,1,0,0,3,24.14,141.28,0
1,0,0,0,54,0,1,0,2,0,0,2,2,0,2,0,1,52.14,2838.12,0
0,0,0,0,57,1,0,1,0,0,2,0,2,2,2,1,2,109.81,6299.94,1
1,0,0,0,24,1,2,1,0,0,2,0,2,0,0,1,3,104.6,2520.35,1
0,0,1,1,49,1,2,1,0,2,0,0,2,2,1,0,3,116.83,5747.73,1
1,0,0,0,5,1,2,0,0,0,0,0,0,0,0,0,2,54.8,259.38,1
1,0,0,0,2,1,0,1,0,0,0,0,0,2,0,1,2,95.86,216.47,1
0,0,0,1,4,1,2,1,0,0,2,2,0,0,0,1,3,101.25,396.93,1
1,0,1,1,70,1,2,0,2,2,2,2,2,0,2,1,0,92.22,6669.57,0
1,0,0,0,5,1,2,1,0,0,0,0,0,0,0,1,0,90.17,425.0,1
1,0,1,1,53,1,2,0,2,0,2,2,2,2,0,0,2,100.48,5412.32,0
0,0,1,0,47,1,2,1,2,2,2,0,2,0,0,1,2,117.4,5389.82,1
0,0,0,1,31,1,0,2,1,1,1,1,1,1,1,0,1,23.18,679.56,0
1,0,1,1,13,1,0,0,0,2,2,2,0,0,0,0,0,72.58,880.9,0
0,0,1,1,28,1,2,0,0,0,0,0,0,0,0,0,3,57.47,1624.16,0
0,0,0,0,10,1,2,1,0,0,0,0,0,2,0,0,2,99.69,958.08,1
1,0,1,0,38,1,0,2,1,1,1,1,1,1,2,0,0,24.38,888.72,0
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,52.41,52.41,1
1,0,1,0,67,1,2,1,0,2,2,0,2,2,1,0,2,122.49,8284.41,1
1,0,1,0,52,1,0,0,2,2,0,0,2,2,1,1,3,88.26,4524.72,0
1,0,1,1,62,1,0,1,2,2,2,2,2,2,2,0,3,126.25,7968.04,0
0,0,0,0,16,1,0,1,0,2,0,0,0,2,0,1,2,103.07,1601.41,0
0,1,1,0,5,1,2,1,0,2,0,0,0,0,0,1,2,93.24,427.8,1
1,0,0,0,12,1,0,1,0,0,2,0,2,2,1,0,2,113.23,1400.9,0
0,0,1,1,72,1,2,1,2,2,2,2,2,2,2,1,0,140.01,10157.72,0
1,1,0,0,71,1,2,1,0,2,0,2,2,2,1,0,0,124.57,8697.06,0
0,0,1,0,24,1,0,2,1,1,1,1,1,1,1,0,3,24.12,546.78,0
0,0,0,0,15,1,0,2,1,1,1,1,1,1,2,0,3,22.59,382.21,0
1,0,1,0,67,1,0,1,2,2,0,0,0,2,1,1,1,106.09,7091.39,1
1,0,0,1,2,1,2,0,2,2,0,0,0,0,0,0,0,70.89,156.54,0
0,0,1,1,5,0,1,0,0,0,0,0,0,0,0,0,3,29.72,148.91,0
0,0,1,0,15,1,0,1,0,0,0,0,2,2,0,0,2,105.7,1667.42,1
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,23.49,23.49,1
1,0,1,1,41,1,0,0,2,2,2,0,0,0,1,1,0,71.32,2970.14,0
0,0,0,1,43,1,0,0,2,2,0,0,0,2,0,1,2,74.18,3174.72,0
1,1,1,0,1,1,2,1,0,0,0,0,0,0,0,0,2,87.55,87.55,0
0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,3,82.83,82.83,0
0,0,1,1,26,1,0,1,0,0,0,0,2,2,0,1,2,108.83,2830.85,1
1,0,0,0,22,1,2,1,0,2,0,0,0,0,0,1,2,93.67,2042.55,1
1,0,1,0,71,1,2,0,2,2,2,2,2,2,2,0,0,105.71,7476.51,0
1,0,0,0,7,1,0,2,1,1,1,1,1,1,2,0,3,22.48,191.1,0
0,1,0,0,28,1,2,0,0,2,2,2,0,0,0,0,0,74.6,2161.86,0
1,1,0,0,16,1,0,1,0,0,0,0,0,0,0,0,2,80.88,1211.55,0
1,0,0,0,7,1,0,2,1,1,1,1,1,1,1,0,3,22.67,149.5,0
0,0,0,0,69,1,2,1,0,2,2,2,2,2,2,1,0,131.77,8890.85,0
0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,3,29.1,29.1,0
1,0,0,0,3,1,0,0,2,0,2,0,2,2,0,1,2,91.04,242.47,0
1,1,0,0,21,1,0,1,0,0,2,0,2,2,0,1,0,111.88,2346.5,1
0,0,1,0,69,1,2,1,0,2,2,0,0,0,0,1,0,101.88,7002.24,0
0,0,1,0,71,0,1,0,2,2,2,2,0,0,2,1,0,56.46,4006.55,0
0,0,1,1,69,1,0,2,1,1,1,1,1,1,2,0,3,22.38,1552.68,0
0,0,0,0,48,1,2,1,0,0,2,2,2,2,0,1,2,123.1,5863.01,0
1,0,1,0,47,1,2,1,0,2,2,0,0,0,0,1,0,98.12,4785.22,1
0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,1,2,57.01,122.97,1
1,0,0,0,45,1,2,1,2,0,2,2,2,2,0,1,1,127.2,5823.17,0
1,0,0,0,51,1,2,1,0,2,0,0,0,0,0,0,0,95.11,4797.63,0
0,0,1,0,22,1,2,0,2,0,0,2,2,2,0,1,2,91.74,2018.61,1
1,0,0,0,72,1,2,0,2,2,2,2,2,2,2,0,0,103.74,7452.86,0
1,0,1,1,37,1,2,1,0,2,2,0,2,0,0,1,2,110.84,4072.68,0
1,0,1,1,71,1,2,0,2,2,2,2,2,2,2,0,2,106.92,7485.62,0
1,0,1,1,7,1,0,0,0,0,2,0,0,0,0,0,2,57.13,399.15,1
0,0,0,0,66,1,2,2,1,1,1,1,1,1,2,1,1,29.44,1970.8,0
1,0,1,1,51,1,0,0,2,0,0,2,2,2,1,1,0,90.35,4690.34,0
0,0,1,1,30,1,0,2,1,1,1,1,1,1,1,0,0,23.02,716.37,0
0,0,0,0,34,1,2,1,0,0,0,0,2,0,0,0,2,98.42,3340.11,0
1,0,1,1,64,1,2,2,1,1,1,1,1,1,2,1,3,29.16,1780.9,0
1,1,1,0,65,1,2,1,0,2,2,0,2,2,1,1,0,122.78,8085.19,0
1,0,0,0,47,1,2,1,2,2,0,2,2,0,0,0,3,118.18,5476.79,0
0,0,0,0,1,1,0,1,2,0,0,0,2,2,0,1,2,110.19,110.19,1
0,0,0,0,49,1,2,0,2,2,0,0,0,0,0,1,1,71.06,3489.8,1
0,0,1,1,67,1,2,1,0,2,0,2,2,0,2,0,1,109.16,7311.68,0
1,0,0,1,39,1,0,2,1,1,1,1,1,1,1,0,0,22.5,906.16,0
1,0,0,0,14,1,0,2,1,1,1,1,1,1,0,0,3,23.05,328.65,0
0,1,0,0,43,1,0,1,2,2,0,2,2,2,0,1,1,126.16,5366.77,1
1,1,0,0,56,1,2,1,0,0,2,0,2,2,0,1,2,120.03,6644.76,0
0,0,0,0,14,1,0,0,0,0,0,2,0,2,1,0,1,69.5,908.85,0
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2,82.78,82.78,1
1,0,1,1,16,1,0,0,2,2,0,0,0,0,1,1,3,66.68,1024.12,0
1,0,1,1,70,1,2,1,2,2,0,0,2,2,0,1,2,126.62,9019.38,0
1,1,1,0,72,1,2,0,2,2,2,0,2,2,2,1,1,100.38,7139.27,0
0,0,1,1,23,1,0,1,0,0,2,0,0,0,0,1,1,87.49,1978.67,0
1,0,0,1,21,1,2,2,1,1,1,1,1,1,0,0,3,28.96,547.76,0
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,24.16,24.16,1
1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,82.9,82.9,1
0,1,1,0,32,1,2,1,0,0,0,0,2,2,0,1,2,107.31,3374.63,1
1,0,1,1,17,1,0,1,0,0,0,0,2,0,0,0,2,93.24,1615.54,1
0,0,0,0,4,0,1,0,2,2,0,0,0,0,0,1,2,39.48,161.73,1
0,0,0,0,36,1,2,0,0,0,2,0,0,0,1,0,2,66.71,2320.99,0
0,0,0,0,50,0,1,0,0,2,2,2,0,0,2,0,1,46.72,2274.72,0
0,0,1,1,48,0,1,0,0,0,0,2,0,0,0,1,1,34.66,1671.93,0
0,0,0,1,50,1,0,2,1,1,1,1,1,1,2,0,1,23.28,1121.6,0
1,0,1,0,72,1,2,0,2,2,2,2,0,2,2,0,1,94.09,6873.36,0
1,0,0,1,10,1,2,2,1,1,1,1,1,1,0,0,1,29.54,266.69,0
0,0,0,0,18,1,0,2,1,1,1,1,1,1,0,0,3,22.97,457.91,0
1,0,0,0,1,1,0,1,0,0,0,0,2,0,0,1,2,95.04,95.04,1
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,2,23.13,23.13,1
1,0,0,0,9,1,0,1,0,0,2,0,2,2,0,1,2,109.12,941.67,0
1,0,0,0,2,1,2,1,2,0,0,0,0,2,0,0,3,106.74,205.54,0
0,0,1,0,40,1,2,1,0,0,0,2,0,0,0,1,1,91.81,3640.77,0
1,0,1,0,69,1,2,1,0,0,2,0,2,2,1,0,0,118.37,8138.88,0
0,0,1,0,37,1,2,1,2,0,2,2,0,2,1,1,2,116.94,4426.22,1
1,0,0,1,18,1,2,1,0,0,2,0,0,0,0,1,1,95.19,1662.28,0
1,1,1,0,11,1,0,1,0,0,0,0,0,0,0,1,2,83.53,993.21,0
0,0,1,0,8,1,2,1,0,0,0,0,0,2,0,1,1,99.67,733.93,1
0,0,0,0,3,1,2,1,0,0,0,0,0,0,0,0,2,89.98,289.37,1
1,0,1,1,55,1,0,0,2,0,0,0,0,2,1,0,1,69.95,3714.69,0
1,0,1,0,33,1,2,1,0,2,2,0,0,2,0,1,2,108.09,3580.22,0
0,0,0,0,46,1,0,0,0,0,0,0,0,0,0,0,0,53.26,2569.7,0
1,0,0,0,34,1,2,2,1,1,1,1,1,1,2,0,0,31.05,1166.29,0
0,0,0,0,3,1,0,2,1,1,1,1,1,1,0,0,2,23.55,76.89,0
1,0,1,1,30,1,0,2,1,1,1,1,1,1,2,0,3,25.35,849.2,0
0,0,0,0,33,1,2,0,2,0,0,2,0,0,1,0,2,71.0,2334.2,0
1,0,1,1,45,1,2,1,0,2,2,0,0,2,1,1,1,110.57,5084.67,0
1,0,0,0,40,1,0,0,2,2,0,2,0,0,0,1,3,74.23,3174.34,0
0,0,0,0,71,1,2,1,2,2,2,2,2,2,2,1,2,137.28,9808.88,0
1,0,0,0,1,1,2,0,0,0,2,0,0,0,0,0,2,63.05,63.05,1
0,0,1,1,72,0,1,0,2,2,2,2,2,2,2,0,0,74.71,5248.91,0
0,0,1,1,22,1,0,1,0,0,0,0,0,2,0,1,2,95.76,2139.29,0
1,0,1,1,46,1,0,2,1,1,1,1,1,1,1,1,0,23.89,1000.1,0
0,0,1,1,55,1,0,2,1,1,1,1,1,1,2,0,3,24.31,1401.05,0
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,23.97,23.97,0
0,0,0,0,12,1,2,0,0,0,0,2,2,2,1,1,3,89.56,1008.9,0
1,0,0,0,31,1,2,1,0,2,0,0,0,0,0,1,2,92.85,2803.6,0
1,0,1,0,5,0,1,0,0,0,0,0,0,0,0,1,2,29.79,119.89,1
0,0,1,1,67,1,2,0,2,0,0,0,2,2,2,1,2,89.86,6223.99,0
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,52.24,52.24,0
1,0,1,0,40,0,1,0,2,2,2,0,0,0,1,1,2,50.75,2056.92,1
1,0,1,1,41,1,2,0,2,2,2,0,2,0,0,1,1,87.29,3540.24,0
1,0,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,90.3,90.3,1
1,0,0,0,51,1,2,1,2,2,0,0,2,0,1,1,2,112.19,5724.8,1
1,0,1,1,42,0,1,0,2,0,2,2,2,0,2,0,1,56.9,2401.64,0
1,0,1,1,23,1,0,2,1,1,1,1,1,1,1,0,3,22.76,506.06,0
0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,84.24,84.24,1
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,23.6,23.6,0
0,0,0,0,56,1,2,1,2,2,0,0,2,2,0,1,1,123.45,6825.85,0
1,0,0,1,15,1,2,1,0,2,0,0,2,0,0,1,2,104.71,1645.46,0
1,0,1,1,12,1,2,2,1,1,1,1,1,1,2,1,0,29.92,368.71,0
0,0,1,1,54,1,0,0,2,0,2,2,0,2,2,0,0,82.29,4554.73,0
0,0,0,0,7,1,0,0,0,0,0,0,2,2,0,1,2,79.28,543.29,0
0,0,1,1,33,1,2,1,0,0,0,0,0,2,0,0,1,102.91,3279.77,1
1,0,1,1,16,1,0,2,1,1,1,1,1,1,0,0,2,23.25,393.91,0
0,0,0,1,21,1,0,0,2,0,2,0,0,2,1,0,3,76.95,1586.21,0
1,1,1,0,30,1,2,0,0,0,2,0,2,2,2,0,2,86.78,2529.46,0
1,0,0,0,3,1,0,0,0,0,0,2,0,0,0,1,3,60.24,176.25,0
1,0,0,0,11,1,0,1,0,0,2,0,0,0,0,0,2,86.82,974.74,0
0,0,0,0,62,1,2,1,2,2,2,2,2,2,1,1,1,135.42,8396.35,0
1,0,0,0,18,1,0,2,1,1,1,1,1,1,0,0,2,22.52,413.51,0
1,0,0,1,6,1,0,2,1,1,1,1,1,1,0,0,3,22.79,149.91,0
0,0,0,0,46,1,2,1,0,0,2,0,2,2,1,1,2,118.65,5485.68,0
1,0,0,0,21,1,2,1,0,0,0,0,0,2,0,1,2,100.17,2069.45,0
1,0,0,0,68,1,2,2,1,1,1,1,1,1,2,1,0,28.33,1758.1,0
0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,2,58.51,58.51,0
0,0,1,0,25,1,0,1,0,0,2,0,0,0,0,1,2,87.63,2111.84,0
0,0,0,1,24,1,0,2,1,1,1,1,1,1,2,0,3,23.53,593.44,0
0,0,1,0,30,1,2,1,0,0,0,0,0,2,0,1,2,99.17,3061.87,1
0,0,0,0,2,1,0,1,0,0,0,0,0,2,0,0,2,93.33,213.31,1
1,0,1,0,51,1,2,1,0,2,2,0,2,2,1,1,0,126.62,6519.38,0
0,0,1,1,57,1,2,0,2,0,2,2,2,2,2,1,2,100.66,5772.32,0
0,0,0,0,15,1,2,2,1,1,1,1,1,1,2,0,0,28.93,426.32,0
0,0,1,1,72,1,0,0,2,2,2,2,2,2,2,1,0,97.26,7084.56,0
0,0,0,0,2,1,0,1,0,0,2,0,0,0,0,1,2,87.71,186.0,1
1,0,1,0,28,1,2,1,0,2,2,0,2,0,0,0,1,112.77,3133.7,0
1,1,1,0,29,1,2,1,0,0,2,0,2,2,0,1,2,115.49,3522.42,1
1,0,1,1,70,1,0,1,2,2,2,2,2,0,2,1,1,120.05,8305.91,0
0,0,0,0,13,1,0,2,1,1,1,1,1,1,1,0,3,23.89,323.13,0
0,1,1,0,59,1,2,1,2,2,2,2,0,0,1,1,2,111.08,6476.74,0
1,1,1,0,13,1,2,1,0,0,0,0,2,2,0,1,2,111.22,1440.43,1
1,1,1,0,7,1,2,1,0,0,0,0,0,0,0,1,3,88.69,629.3,1
0,0,1,0,62,1,0,0,2,0,2,2,2,2,2,0,3,95.06,5851.27,0
0,0,0,0,21,1,0,0,2,0,2,2,0,0,1,1,2,72.24,1508.71,0
0,0,0,0,2,1,0,0,0,0,2,0,0,2,0,0,2,71.91,131.64,0
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,50.82,50.82,0
1,0,0,0,4,1,0,1,0,0,2,0,0,2,0,0,2,101.87,364.73,0
0,0,0,0,19,1,0,2,1,1,1,1,1,1,1,0,1,23.62,447.43,0
0,0,0,0,30,1,0,1,0,0,0,2,2,0,0,0,2,100.84,3026.99,1
1,0,1,1,67,1,0,2,1,1,1,1,1,1,2,1,1,22.38,1481.3,0
1,1,1,0,72,1,2,1,2,2,2,0,0,2,2,1,1,118.95,8748.87,0
1,0,1,0,53,1,0,2,1,1,1,1,1,1,2,0,1,23.74,1324.05,0
0,0,0,0,5,1,0,2,1,1,1,1,1,1,1,0,2,22.7,115.67,0
1,1,1,0,71,1,0,1,0,2,2,2,0,2,2,1,1,113.82,7993.93,0
0,0,1,1,50,1,2,0,0,2,2,2,2,2,1,1,1,97.95,4847.21,0
1,0,1,1,56,1,2,1,0,0,2,2,2,2,2,1,2,122.0,6943.62,0
1,0,0,0,2,1,0,0,0,0,0,2,0,0,0,1,1,59.47,129.43,0
0,1,0,0,2,1,2,1,0,0,2,0,0,2,0,1,2,104.1,210.73,1
1,0,1,1,24,1,2,0,2,0,0,0,0,0,0,0,2,63.8,1559.3,1
1,0,1,1,46,1,0,2,1,1,1,1,1,1,2,0,1,23.15,1000.93,0
1,0,1,0,71,1,2,1,2,2,2,2,2,2,2,1,2,133.88,9863.68,0
0,0,0,0,29,0,1,0,0,0,0,2,0,0,0,1,2,36.35,1079.21,0
1,0,1,1,69,1,2,2,1,1,1,1,1,1,2,0,0,28.92,2032.04,0
1,0,1,0,71,1,2,0,0,2,2,2,2,2,2,0,1,100.78,7129.84,0
0,1,0,0,1,1,0,1,0,0,0,0,2,2,0,1,2,108.97,108.97,1
1,1,1,0,56,1,0,0,2,2,2,2,2,2,2,1,0,101.78,5732.91,0
1,0,0,1,56,1,0,2,1,1,1,1,1,1,1,1,3,25.22,1473.28,0
1,0,0,0,1,1,0,1,0,0,0,0,2,0,0,1,2,94.07,94.07,1
0,0,1,0,28,1,2,2,1,1,1,1,1,1,1,0,3,29.72,781.78,0
0,0,1,1,19,1,0,2,1,1,1,1,1,1,0,0,3,24.15,456.87,0
1,0,1,0,66,1,2,0,0,0,0,2,0,2,0,0,2,75.57,5047.31,0
0,0,1,1,17,1,2,0,0,0,2,2,0,0,1,1,3,72.98,1261.31,0
1,0,1,1,52,1,2,2,1,1,1,1,1,1,2,0,3,29.76,1555.2,0
0,0,0,0,19,1,0,0,0,2,0,0,2,0,1,0,2,68.23,1225.4,0
0,0,0,0,36,1,0,0,2,2,2,2,2,2,1,0,0,100.7,3523.22,0
1,1,1,0,7,1,0,1,0,0,0,0,0,0,0,1,3,83.65,557.89,1
1,0,1,1,72,1,2,1,2,2,2,2,0,2,1,1,1,123.5,8874.14,0
1,0,1,1,67,1,2,1,2,2,2,0,2,2,1,1,2,130.11,8746.72,1
1,1,0,0,34,1,0,1,0,2,2,0,2,2,1,1,2,119.7,4007.9,0
1,1,1,0,57,1,2,1,0,2,2,0,0,2,0,1,0,110.06,6271.15,1
0,0,1,0,7,1,0,1,0,0,2,0,2,0,0,1,2,101.01,687.57,1
0,1,1,0,1,1,2,1,0,0,2,0,2,2,0,1,2,116.13,116.13,1
1,0,1,0,8,1,0,2,1,1,1,1,1,1,0,1,0,23.21,191.28,0
0,0,0,0,69,1,2,1,0,0,2,2,2,2,2,0,2,124.37,8405.41,0
0,0,1,0,50,1,2,1,2,0,2,0,2,2,1,1,3,121.52,6091.11,0
1,0,0,0,10,1,0,2,1,1,1,1,1,1,1,0,3,23.26,269.42,0
0,0,1,1,12,1,2,2,1,1,1,1,1,1,2,0,1,29.41,319.92,0
0,0,0,0,14,1,0,1,0,2,0,0,0,2,0,1,2,103.17,1411.87,1
0,0,1,0,70,0,1,0,2,0,2,2,0,2,2,1,0,59.21,4002.78,0
0,1,0,0,64,1,2,1,2,0,2,2,2,2,0,1,0,129.68,8464.19,0
0,0,1,1,66,1,2,0,2,2,2,2,2,2,2,0,1,103.47,6858.04,0
0,0,1,1,71,1,0,0,2,0,2,2,2,2,2,1,1,98.25,7188.66,0
1,1,0,0,20,1,0,1,0,0,0,0,2,2,0,0,2,106.71,1955.61,0
1,0,1,0,72,1,0,0,2,2,0,2,2,2,2,1,0,92.46,6703.9,0
0,0,1,1,71,1,0,0,2,2,2,2,0,0,2,0,1,76.31,5353.15,0
1,0,1,1,38,1,2,1,0,0,2,0,2,2,0,1,1,117.75,4605.9,0
0,0,0,0,28,1,2,1,0,2,0,0,0,2,0,1,2,107.37,3133.96,1
1,1,1,0,17,1,0,1,0,2,0,0,0,0,0,1,2,88.35,1425.35,1
1,0,0,0,33,0,1,0,0,2,0,0,2,0,1,1,2,46.34,1551.41,0
0,0,1,1,23,0,1,0,2,0,0,2,0,0,2,0,3,40.73,957.46,0
1,0,1,1,58,1,0,2,1,1,1,1,1,1,1,1,2,22.58,1280.47,0
0,1,1,0,70,1,2,1,0,2,0,2,2,2,2,1,0,121.38,8540.64,0
1,0,1,0,4,1,0,1,0,0,0,0,0,0,0,0,2,81.12,338.51,0
1,0,1,1,45,1,0,2,1,1,1,1,1,1,2,0,3,23.88,1090.36,0
1,0,0,0,10,1,0,1,0,0,0,0,0,0,0,1,2,81.55,862.15,1
1,0,1,1,36,1,0,2,1,1,1,1,1,1,2,0,1,22.95,890.25,0
1,0,0,0,54,1,0,0,2,2,0,2,2,0,0,1,3,81.42,4523.51,0
1,0,1,1,23,1,2,0,0,2,0,2,0,0,2,0,3,69.55,1647.54,0
0,0,1,1,41,1,2,0,2,2,2,0,2,0,1,1,1,93.01,3812.21,0
1,1,0,0,5,1,0,1,0,0,0,0,0,0,0,1,3,82.34,428.23,0
1,0,1,1,27,0,1,0,0,2,2,0,0,2,1,1,1,54.8,1489.63,0
0,0,0,0,1,1,0,1,0,0,0,2,2,2,0,1,2,114.31,114.31,0
0,0,1,1,67,0,1,0,2,0,0,2,0,0,2,0,1,42.25,3012.56,0
0,1,1,1,72,1,2,0,2,2,2,2,2,2,2,1,1,105.64,7607.46,0
0,0,1,1,56,1,2,2,1,1,1,1,1,1,2,1,1,29.81,1754.77,0
1,0,1,1,44,1,2,2,1,1,1,1,1,1,1,0,2,28.81,1175.03,0
0,1,1,0,66,1,2,1,0,2,0,0,2,2,0,1,2,116.32,7720.78,0
0,0,0,0,34,1,2,0,2,2,0,2,0,0,1,1,3,74.83,2427.08,1
0,0,1,0,69,1,2,1,0,0,2,2,2,2,2,0,0,125.34,8614.41,0
0,0,1,1,1,1,2,1,2,0,2,0,2,2,0,1,2,118.0,118.0,1
0,0,0,0,40,1,0,2,1,1,1,1,1,1,2,0,1,23.17,978.98,0
1,0,1,1,30,1,2,0,2,0,0,0,0,0,0,1,0,65.33,1906.08,0
0,0,0,0,11,1,0,0,0,0,0,2,2,2,0,0,3,84.09,989.18,0
0,0,0,0,15,1,0,2,1,1,1,1,1,1,1,0,1,23.64,355.7,0
1,0,0,0,11,1,0,0,0,0,2,0,2,2,0,1,2,79.97,821.35,0
0,0,1,1,64,1,0,2,1,1,1,1,1,1,1,0,0,23.59,1592.71,0
1,1,1,0,72,1,0,0,2,2,2,2,2,0,2,0,0,87.79,6325.41,0
1,1,1,0,72,1,2,1,2,2,2,2,0,0,2,1,0,107.54,7784.01,0
0,0,0,1,1,1,0,0,2,0,0,0,0,0,0,0,3,59.12,59.12,0
0,0,0,1,15,1,0,0,2,2,2,2,0,0,1,0,1,78.42,1207.44,0
0,0,0,0,60,1,2,0,0,0,2,2,2,2,1,0,1,95.33,5736.29,0
1,0,0,0,56,1,0,0,2,0,2,0,0,0,1,0,3,62.79,3597.86,0
0,0,0,0,8,1,0,2,1,1,1,1,1,1,2,0,3,24.89,193.0,0
0,0,0,0,3,1,0,1,0,0,2,2,0,0,0,0,1,94.4,256.4,1
0,0,1,0,49,1,2,0,0,0,0,0,0,0,0,1,1,61.32,3038.16,0
0,0,0,0,2,1,0,1,0,0,0,0,2,0,0,1,2,93.96,171.1,1
0,0,0,0,6,1,0,1,2,2,2,2,0,2,0,1,0,114.43,661.56,1
1,0,0,0,70,1,2,1,2,2,2,2,2,2,2,1,0,134.69,9035.5,0
1,0,0,0,12,1,2,1,0,2,2,2,2,2,0,1,3,134.26,1646.04,1
1,1,1,0,52,1,0,1,2,0,2,2,2,2,1,1,0,123.26,6468.4,0
0,0,1,0,72,1,2,1,2,2,2,2,2,2,2,1,1,135.77,9705.38,0
0,0,0,0,40,1,0,2,1,1,1,1,1,1,2,1,0,24.15,969.74,0
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3,83.69,83.69,1
0,1,0,0,3,1,0,1,0,0,2,0,2,0,0,1,2,102.62,261.07,1
0,1,0,0,40,1,0,1,0,0,0,0,2,2,0,1,2,107.99,4333.32,0
1,0,0,1,1,1,0,0,0,0,2,0,0,0,0,1,2,59.08,59.08,0
1,0,1,0,30,1,0,2,1,1,1,1,1,1,1,0,1,23.01,669.99,0
1,0,1,1,23,1,0,1,2,0,0,2,2,2,0,1,2,117.39,2740.72,1
1,0,1,1,1,1,2,1,0,0,0,0,0,0,0,1,2,86.06,86.06,1
0,1,1,0,44,1,2,1,0,0,2,2,2,2,0,0,2,121.77,5256.43,0
1,0,0,0,65,1,2,1,0,2,2,2,2,2,0,1,2,128.18,8151.63,1
0,1,0,0,7,1,0,0,2,0,0,0,0,0,0,1,2,57.0,402.5,0
1,1,0,0,72,1,2,2,1,1,1,1,1,1,2,1,1,30.06,2143.45,0
0,1,0,0,8,1,2,1,0,0,0,2,2,2,0,1,1,118.18,1072.12,0
0,0,0,0,16,1,2,0,0,0,2,0,0,2,0,1,1,77.4,1238.64,1
1,1,1,1,66,1,2,1,0,0,2,0,2,2,0,1,1,116.94,8018.16,1
1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,3,84.55,84.55,1
1,0,0,1,3,1,0,0,2,0,2,0,0,0,0,0,3,64.48,181.74,0
1,0,1,0,53,1,2,1,2,0,2,0,0,2,0,0,2,109.18,5847.55,1
1,1,1,0,8,1,0,0,0,0,2,2,0,2,0,1,1,75.23,679.48,0
1,1,1,0,69,1,2,1,0,2,2,2,2,2,2,1,0,127.22,8588.82,1
0,0,0,0,5,1,0,1,0,2,0,0,2,0,0,1,3,98.29,484.48,0
0,0,1,1,72,1,2,1,2,0,2,2,2,2,2,0,3,124.32,8766.25,0
0,0,1,0,13,0,1,0,0,0,2,0,2,2,0,1,0,56.74,737.18,1
0,0,0,0,4,1,2,1,0,0,0,0,2,0,0,1,2,102.66,385.52,1
0,0,1,1,54,1,2,0,2,2,2,2,2,2,2,0,1,106.51,5792.01,0
1,0,1,0,72,1,2,0,0,2,2,2,2,2,2,0,0,100.91,7222.96,0
1,0,0,0,12,1,2,1,0,2,2,0,2,2,0,1,2,123.75,1454.28,1
1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,2,29.69,29.69,1
1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,52.61,52.61,0
0,0,1,0,54,1,2,1,0,2,2,2,2,2,1,0,2,128.04,6838.11,1
1,0,1,1,69,1,2,1,0,0,2,0,0,0,2,1,1,93.13,6373.76,0
0,0,0,0,48,1,0,0,2,2,0,0,0,0,2,0,1,63.84,3022.18,0
0,0,1,1,48,1,2,1,2,2,0,0,2,2,1,1,1,118.78,5795.11,1
0,0,1,0,8,1,2,1,0,0,0,2,0,2,0,1,2,104.78,863.46,0
1,0,1,1,71,1,2,0,2,2,2,2,2,2,2,1,3,105.11,7590.14,0
1,0,0,0,2,1,0,0,2,0,0,0,0,0,0,1,2,55.23,106.82,1
1,0,1,0,67,1,0,1,2,2,0,0,2,2,1,1,1,117.74,7857.2,0
1,0,1,1,34,1,2,1,0,2,0,0,2,2,0,1,0,116.28,4058.34,0
0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,1,2,82.33,235.54,0
0,0,1,1,9,1,0,0,0,2,0,2,2,0,1,1,3,77.12,697.5,0
